1.000000	-0.006974	-0.029316	0.015551	
1.000000	0.004680	-0.021431	0.011174	
1.000000	-0.016014	0.016093	-0.021000	
1.000000	-0.002309	-0.013790	0.013995	
1.000000	0.009817	-0.009754	0.016045	
1.000000	-0.025052	-0.047861	-0.014873	
1.000000	0.006577	-0.012390	-0.001720	
1.000000	0.019112	0.008275	0.026062	
1.000000	0.014043	0.018335	-0.025232	
1.000000	0.019951	0.003097	-0.011431	
1.000000	-0.025662	-0.019827	-0.011649	
1.000000	0.011850	0.010509	-0.005216	
1.000000	-0.017148	0.018865	0.028133	
1.000000	-0.013813	-0.011048	0.004436	
1.000000	0.023395	-0.029637	-0.000568	
1.000000	0.006974	-0.028478	0.004091	
1.000000	0.022702	-0.026133	-0.014278	
1.000000	-0.020813	-0.035553	-0.006742	
1.000000	-0.028793	-0.001909	-0.002403	
1.000000	-0.003532	-0.040101	0.000203	
1.000000	0.023624	0.016162	-0.017152	
1.000000	0.001458	-0.023436	0.027908	
1.000000	0.020512	-0.047370	0.008088	
1.000000	-0.009173	-0.005591	-0.012256	
1.000000	-0.006626	0.021378	0.022121	
1.000000	-0.013079	-0.043730	0.001088	
1.000000	0.003036	0.013234	-0.010493	
1.000000	0.010652	-0.004939	-0.026142	
1.000000	0.026802	0.010233	-0.010807	
1.000000	-0.016504	-0.036458	-0.015988	
1.000000	-0.009978	0.002855	0.029909	
1.000000	0.017425	0.018657	-0.025882	
1.000000	0.010693	-0.042913	0.024632	
1.000000	-0.001225	-0.040396	0.000495	
1.000000	-0.002563	0.013631	0.032610	
1.000000	-0.015337	-0.043658	0.001100	
1.000000	-0.030063	0.004014	0.007951	
1.000000	-0.022896	-0.048317	-0.003059	
1.000000	-0.014063	-0.002182	0.010836	
1.000000	0.000765	0.032739	0.000185	
1.000000	0.001564	-0.037713	-0.005238	
1.000000	-0.002823	0.015493	-0.012641	
1.000000	-0.003429	-0.040238	0.005868	
1.000000	0.020952	0.014697	-0.014292	
1.000000	0.012936	-0.000251	-0.015749	
1.000000	0.008997	-0.026871	0.020067	
1.000000	-0.024292	-0.014243	0.004462	
1.000000	0.013554	0.011754	-0.029696	
1.000000	0.009271	-0.028511	0.012737	
1.000000	0.023743	-0.007019	-0.004071	
1.000000	-0.011350	-0.005575	0.003391	
1.000000	0.009095	0.023900	0.005261	
1.000000	0.003348	0.029541	-0.009609	
1.000000	-0.015040	0.011043	-0.022697	
1.000000	-0.027405	-0.002714	0.012550	
1.000000	0.027818	0.016103	-0.008725	
1.000000	0.027047	-0.045547	-0.002891	
1.000000	-0.007487	-0.007935	-0.022143	
1.000000	-0.003562	0.006372	-0.006401	
1.000000	0.000665	0.020044	0.000998	
1.000000	-0.013722	-0.033679	0.013505	
1.000000	-0.027471	0.017146	-0.017315	
1.000000	-0.007758	0.003407	0.029871	
1.000000	0.013800	-0.001234	-0.027348	
1.000000	-0.008555	-0.050980	0.012781	
1.000000	0.027087	0.003260	-0.018085	
1.000000	-0.000735	-0.036963	0.010891	
1.000000	-0.029370	0.001860	0.014904	
1.000000	-0.005262	0.018657	-0.016156	
1.000000	-0.015753	0.010500	0.010331	
1.000000	0.015639	-0.028843	-0.003121	
1.000000	0.023213	0.010436	0.018153	
1.000000	-0.011495	-0.000399	0.005998	
1.000000	-0.007652	0.020494	-0.000872	
1.000000	0.018865	-0.045668	-0.005136	
1.000000	-0.005289	-0.008138	0.007840	
1.000000	0.017907	-0.023473	0.000756	
1.000000	0.024209	0.000797	-0.014114	
1.000000	0.024986	-0.024047	0.005711	
1.000000	-0.017436	0.018308	0.027051	
1.000000	-0.002306	0.000087	-0.031656	
1.000000	-0.020636	-0.010252	0.010396	
1.000000	-0.008253	-0.004956	-0.017260	
1.000000	0.000897	-0.003778	0.003398	
1.000000	-0.013672	0.021485	-0.022136	
1.000000	0.014876	-0.007346	-0.022825	
1.000000	-0.021071	-0.000740	-0.005515	
1.000000	-0.019060	-0.045152	0.002473	
1.000000	-0.013936	-0.004258	-0.018516	
1.000000	-0.015662	0.008728	-0.002229	
1.000000	0.024695	-0.052483	0.019355	
1.000000	0.012147	-0.002704	-0.005452	
1.000000	-0.008477	0.010571	0.000809	
1.000000	-0.013849	-0.018130	0.019650	
1.000000	0.026305	-0.013067	0.003252	
1.000000	0.020455	-0.029079	-0.017410	
1.000000	0.005988	-0.020011	0.027617	
1.000000	-0.001525	-0.024818	0.002877	
1.000000	0.013330	-0.008605	-0.023032	
1.000000	-0.000661	-0.034558	-0.000060	
1.000000	0.012145	-0.037593	0.017811	
1.000000	0.002607	-0.019144	-0.010163	
1.000000	-0.031750	0.015356	0.000997	
1.000000	0.020423	-0.033025	-0.009672	
1.000000	0.008692	-0.012062	-0.019949	
1.000000	0.000727	-0.036876	0.000002	
1.000000	0.020546	-0.035028	-0.001299	
1.000000	0.008045	0.010933	-0.024066	
1.000000	0.012426	-0.039848	-0.018240	
1.000000	0.000444	-0.017774	0.021632	
1.000000	-0.002354	-0.002440	-0.018407	
1.000000	0.000138	-0.038473	-0.001148	
1.000000	-0.003990	0.003617	-0.002197	
1.000000	0.014159	-0.034657	-0.020874	
1.000000	-0.024731	-0.002974	-0.021725	
1.000000	0.022705	0.016119	0.022165	
1.000000	-0.017028	0.009448	0.000095	
1.000000	0.018807	0.009828	0.018557	
1.000000	0.006304	0.016012	-0.006390	
1.000000	-0.016859	0.005858	0.009682	
1.000000	0.020933	-0.001760	0.007105	
1.000000	-0.001180	-0.043977	-0.015411	
1.000000	0.000645	-0.044413	-0.000790	
1.000000	0.010662	-0.024159	0.021799	
1.000000	0.013783	-0.031867	-0.017978	
1.000000	-0.006242	-0.051763	-0.022494	
1.000000	-0.025967	-0.053270	0.015462	
1.000000	0.005701	0.019485	-0.012479	
1.000000	0.013163	0.011722	0.026104	
1.000000	0.021899	-0.009167	-0.013489	
1.000000	0.009060	-0.017451	0.020649	
1.000000	0.019955	0.001472	0.022384	
1.000000	0.016749	-0.020875	0.010613	
1.000000	0.018236	-0.040430	0.014923	
1.000000	-0.007961	-0.029636	0.028078	
1.000000	-0.003030	0.000620	-0.023638	
1.000000	-0.003033	-0.013503	0.012469	
1.000000	-0.018101	-0.011500	0.013766	
1.000000	0.002066	0.016710	-0.006502	
1.000000	-0.001476	-0.025899	-0.003337	
1.000000	-0.012529	-0.006231	-0.007218	
1.000000	0.001280	-0.017273	-0.001417	
1.000000	-0.008367	0.001372	0.009178	
1.000000	0.006416	0.016812	-0.031546	
1.000000	-0.002099	0.000611	0.000948	
1.000000	-0.012777	-0.011802	0.005756	
1.000000	-0.010693	0.016387	0.008187	
1.000000	-0.025645	-0.008882	0.008024	
1.000000	-0.013194	-0.000249	0.030068	
1.000000	0.011974	-0.022412	0.012024	
1.000000	-0.015429	-0.006470	-0.003065	
1.000000	-0.015645	-0.038768	-0.005715	
1.000000	-0.008809	-0.013430	0.020921	
1.000000	-0.000916	0.027983	0.000647	
1.000000	-0.023634	-0.001721	0.021821	
1.000000	-0.011387	-0.035800	-0.026559	
1.000000	-0.010821	-0.030536	0.018216	
1.000000	-0.013144	0.006764	0.006766	
1.000000	-0.003957	-0.047479	0.001072	
